Math_Score,Science_Score,Programming_Skill,Communication_Skill,Logical_Ability,R_score,I_score,A_score,S_score,E_score,C_score,Career,Required_Skills,Salary_Range,Learning_Path
61,89,2,5,3,1,3,6,9,1,1,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
79,90,3,3,2,3,6,1,7,3,4,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
77,75,3,4,5,1,2,0,2,4,7,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
87,90,3,3,4,2,1,5,1,5,9,Data Analytics,"SQL, Excel, Data Visualization, Power BI/Tableau, Critical Thinking",₹3-28 LPA,"1-2 Months: Excel, SQL & Data Basics | 3-4 Months: Power BI/Tableau & Dashboard Building | 5-6 Months: Advanced SQL & Statistical Analysis | 6+ Months: End-to-end Analytics Projects"
80,61,5,2,5,1,8,3,5,3,7,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
74,90,2,4,3,2,1,7,6,1,1,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
84,62,3,4,4,1,1,3,3,0,10,Data Analytics,"SQL, Excel, Data Visualization, Power BI/Tableau, Critical Thinking",₹3-28 LPA,"1-2 Months: Excel, SQL & Data Basics | 3-4 Months: Power BI/Tableau & Dashboard Building | 5-6 Months: Advanced SQL & Statistical Analysis | 6+ Months: End-to-end Analytics Projects"
66,85,3,4,3,3,1,7,6,2,2,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
60,88,4,3,4,4,9,1,2,5,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
88,62,3,5,3,2,5,8,9,5,2,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
75,68,4,3,5,2,7,1,3,2,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
78,83,4,4,3,2,3,6,8,3,5,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
92,92,2,2,4,5,7,2,6,2,4,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
86,68,2,4,2,2,4,7,7,2,2,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
62,95,3,3,4,5,6,4,7,5,4,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
62,87,4,4,4,6,3,1,4,7,1,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
79,80,4,3,4,5,6,2,1,4,4,Software Engineering,"Python/Java, Data Structures, Algorithms, System Design, Version Control (Git)",₹3-50 LPA,1-2 Months: Programming Fundamentals & Data Structures | 3-4 Months: Algorithms & System Design Basics | 5-6 Months: Backend/Frontend Development & APIs | 6+ Months: Build & Deploy Full Stack Projects
86,68,2,5,3,8,2,4,3,8,2,Web Development,"HTML/CSS, JavaScript, React, REST APIs, Version Control (Git)",₹3-30 LPA,"1-2 Months: HTML, CSS & JavaScript Basics | 3-4 Months: React & REST API Integration | 5-6 Months: Backend, Databases & Authentication | 6+ Months: Deploy Full Stack Apps & Open Source"
89,65,2,3,4,3,4,4,2,2,8,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
88,82,4,4,4,4,3,2,2,3,8,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
65,66,2,5,4,7,2,4,2,9,4,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
92,69,3,2,5,4,1,4,2,3,7,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
66,60,2,4,2,6,1,4,4,9,0,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
69,86,3,5,4,6,4,2,4,8,1,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
93,86,4,4,5,2,8,4,5,4,8,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
94,67,3,5,4,2,3,7,9,1,0,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
77,61,2,4,5,1,1,4,1,4,10,Data Analytics,"SQL, Excel, Data Visualization, Power BI/Tableau, Critical Thinking",₹3-28 LPA,"1-2 Months: Excel, SQL & Data Basics | 3-4 Months: Power BI/Tableau & Dashboard Building | 5-6 Months: Advanced SQL & Statistical Analysis | 6+ Months: End-to-end Analytics Projects"
88,69,4,5,2,0,5,5,9,3,3,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
61,91,4,3,3,2,7,2,6,0,3,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
91,91,5,2,4,0,5,5,3,2,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
91,83,2,4,5,3,2,4,1,0,8,Data Analytics,"SQL, Excel, Data Visualization, Power BI/Tableau, Critical Thinking",₹3-28 LPA,"1-2 Months: Excel, SQL & Data Basics | 3-4 Months: Power BI/Tableau & Dashboard Building | 5-6 Months: Advanced SQL & Statistical Analysis | 6+ Months: End-to-end Analytics Projects"
61,86,2,4,4,4,9,5,6,2,3,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
75,94,3,4,4,2,9,4,4,4,7,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
94,85,3,2,4,2,7,3,3,3,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
66,87,2,3,3,4,7,5,7,1,3,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
62,94,5,3,4,0,9,2,4,0,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
83,67,2,5,4,4,4,6,10,3,5,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
83,75,5,2,4,2,9,2,2,4,4,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
76,90,2,2,4,2,1,4,1,4,10,Data Analytics,"SQL, Excel, Data Visualization, Power BI/Tableau, Critical Thinking",₹3-28 LPA,"1-2 Months: Excel, SQL & Data Basics | 3-4 Months: Power BI/Tableau & Dashboard Building | 5-6 Months: Advanced SQL & Statistical Analysis | 6+ Months: End-to-end Analytics Projects"
69,87,3,2,4,0,7,0,8,1,3,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
60,91,2,2,4,1,6,3,8,1,2,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
75,74,2,4,3,6,0,1,1,8,2,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
66,75,4,2,5,1,7,5,3,5,7,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
75,77,4,4,2,6,3,0,1,7,1,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
87,87,4,4,5,1,8,3,3,3,8,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
72,90,4,4,3,2,6,4,7,5,5,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
83,83,4,4,4,4,3,2,1,4,9,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
76,93,4,5,2,1,4,6,7,1,4,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
66,93,2,3,4,4,8,0,5,3,2,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
83,83,4,2,4,3,7,3,6,3,2,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
74,94,4,5,2,2,4,5,8,0,2,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
91,82,2,4,4,1,10,2,2,1,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
85,84,4,2,4,4,9,2,3,1,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
73,86,4,2,4,0,7,0,0,1,8,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
62,75,3,4,3,5,3,2,0,6,3,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
64,65,4,4,5,4,9,3,1,0,8,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
76,90,2,5,2,3,4,6,8,5,2,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
92,71,2,2,5,5,1,2,2,4,10,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
81,85,4,2,5,4,0,3,2,1,8,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
73,70,4,5,2,2,4,4,8,3,2,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
82,69,2,4,4,3,9,0,0,2,7,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
93,60,5,2,5,1,10,4,2,2,8,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
81,92,2,3,4,3,9,5,2,1,8,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
65,94,3,5,4,1,1,4,9,1,5,Education Technology,"Curriculum Design, E-Learning Tools, Communication, LMS, Instructional Design",₹2-20 LPA,1-2 Months: Instructional Design & LMS Basics | 3-4 Months: E-learning Tools & Curriculum Building | 5-6 Months: Gamification & EdTech Platforms | 6+ Months: Launch an Online Course & Portfolio
83,68,2,4,5,3,4,3,4,0,10,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
78,84,4,4,4,2,10,4,4,1,8,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
87,94,4,4,3,2,5,4,7,0,3,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
68,82,3,4,2,5,9,4,6,1,0,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
88,87,2,4,5,4,8,2,1,4,8,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
79,83,4,3,2,2,7,1,6,1,5,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
93,79,5,4,4,1,8,1,3,2,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
86,83,3,4,4,4,7,2,3,2,7,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
93,81,4,5,4,6,2,1,1,10,3,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
92,83,2,3,2,3,7,4,7,1,1,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
76,61,4,4,4,8,3,5,5,8,3,Web Development,"HTML/CSS, JavaScript, React, REST APIs, Version Control (Git)",₹3-30 LPA,"1-2 Months: HTML, CSS & JavaScript Basics | 3-4 Months: React & REST API Integration | 5-6 Months: Backend, Databases & Authentication | 6+ Months: Deploy Full Stack Apps & Open Source"
84,94,4,4,2,2,3,7,7,2,3,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
68,89,2,5,2,5,4,5,0,6,2,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
93,82,2,5,4,5,4,6,8,4,1,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
85,85,3,3,3,3,6,1,7,4,4,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
65,97,4,4,2,0,6,3,8,4,0,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
93,76,2,3,4,5,6,3,4,3,8,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
82,89,2,5,2,6,2,3,0,8,1,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
82,83,5,3,4,1,9,2,3,2,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
89,87,2,4,4,6,3,3,0,8,3,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
75,82,3,2,4,2,4,5,3,2,8,Data Analytics,"SQL, Excel, Data Visualization, Power BI/Tableau, Critical Thinking",₹3-28 LPA,"1-2 Months: Excel, SQL & Data Basics | 3-4 Months: Power BI/Tableau & Dashboard Building | 5-6 Months: Advanced SQL & Statistical Analysis | 6+ Months: End-to-end Analytics Projects"
96,81,2,4,5,2,9,1,1,3,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
